Category	level	distribution_channel	period	dt	manufacturer	brand	BBSKU	NAMESKU	ean	segment	format	tar_rmce	vol	val	rcnt	qty	shvol	shval	shrcnt	shqty	dntot	dn	dnvol	dnval	dwqty	dwvaltot	shsvol	shsval	avp	avpjm	avtvol	avtval	avtqty	avsvol	avsval	avsrcnt	avsqty	avgsku
food	4	Wholesale	8	04/07/2025	Nguyen Group	box	BB5531	direction	2593678136754	answer	admit	0.29	442.42	368.95	47	490	94.91	65.97	5	263	4597.42	371.53	496.78	346.5	370	167.38	1.37	52.68	72.67	84.07	326.8	644.97	448	40.25	51.92	36	55	585
pressure	4	Retail	4	04/07/2025	Cisneros-Hernandez	treatment	BB1410	stand	5276981987806	point	significant	0.17	892.59	40.82	83	185	72.53	38.3	40	388	2119.8	235.03	420.94	153.34	265	217.69	85.08	44.9	70.28	39.01	189.98	594.45	337	96.69	91.56	12	191	95
they	5	Retail	8	04/08/2025	Todd Inc	expert	BB5238	new	8562258660594	move	just	0.5	301.95	155.21	49	422	36.82	34.65	20	213	3491.43	300.92	21.47	216.0	79	243.21	46.56	15.3	65.72	12.79	628.43	946.38	14	98.09	88.51	30	242	696
structure	5	Retail	1	04/11/2025	Ryan-Ramirez	travel	BB2275	Mrs	5485965594286	career	fly	0.32	280.01	801.46	70	322	64.14	6.51	36	144	4239.68	492.37	294.65	354.6	37	630.85	45.07	50.14	32.07	59.74	86.62	820.36	443	54.92	62.81	6	432	464
possible	2	Online	9	04/09/2025	Ponce Ltd	later	BB5020	us	24539313219	successful	gas	0.35	74.15	499.17	8	286	58.52	37.59	39	391	3848.83	201.4	208.44	279.46	259	270.94	51.66	41.69	52.99	86.26	959.89	688.4	205	8.85	24.54	52	349	112
trouble	2	Retail	11	04/09/2025	Jones-Smith	grow	BB7083	property	6821444889662	peace	president	0.03	851.23	740.85	71	450	80.92	10.88	37	332	4156.45	266.27	199.61	331.27	391	107.31	76.93	81.73	3.63	82.92	16.97	407.77	367	76.28	96.61	5	448	122
sense	1	Online	10	04/08/2025	Thomas-Mccarty	road	BB3677	serve	4620258254312	never	discover	0.22	781.54	593.58	19	199	55.77	89.45	15	141	4621.16	260.58	465.55	223.96	156	611.4	45.96	5.58	71.67	5.38	495.92	465.64	315	41.96	52.34	94	443	231
support	2	Online	6	04/07/2025	Zimmerman Inc	since	BB2312	decision	9204910601833	just	everybody	0.01	491.97	243.76	13	393	17.91	80.73	14	52	2291.62	176.73	30.93	423.64	163	445.58	90.6	36.39	64.73	52.95	621.69	678.75	379	23.04	28.11	36	135	46
might	3	Online	9	04/11/2025	Harris PLC	major	BB5082	speak	7681722577549	skin	him	0.21	972.14	318.25	40	455	48.86	6.09	45	53	4010.17	468.74	489.11	398.71	436	58.73	40.66	99.06	12.27	63.15	399.61	935.05	274	60.57	74.62	75	328	449
or	4	Wholesale	8	04/09/2025	Baker, Taylor and Moore	own	BB0529	believe	8768316082715	quite	manager	0.05	883.66	239.8	39	412	78.02	27.43	28	263	2167.69	211.89	241.78	407.0	13	915.83	98.98	82.12	42.9	85.77	954.24	816.26	34	43.77	93.83	79	164	492
continue	2	Online	9	04/09/2025	Bryant and Sons	decide	BB7399	cultural	522299936216	significant	late	0.87	361.52	945.45	47	232	70.94	16.86	46	343	1589.21	225.2	61.19	202.82	287	776.28	21.63	4.74	56.93	9.78	563.62	922.55	339	31.13	17.2	30	117	180
successful	3	Retail	7	04/10/2025	Sandoval-Richards	push	BB4388	charge	3255398358449	key	can	0.07	353.49	741.48	69	127	58.72	79.91	2	485	2866.26	111.58	152.9	198.31	242	711.93	39.49	72.99	35.19	63.59	363.17	290.6	43	92.24	49.22	95	478	946
middle	5	Retail	7	04/09/2025	Newman, Mclaughlin and Khan	discuss	BB2643	year	954497912790	thank	thus	0.44	343.3	948.82	22	40	51.85	10.31	37	283	1287.22	418.72	150.47	499.23	117	789.86	30.69	28.07	48.47	70.21	67.99	594.89	419	56.68	69.71	58	148	27
traditional	2	Wholesale	12	04/09/2025	Gonzales, Lopez and Thompson	available	BB2053	reflect	9787137529888	eight	case	0.54	295.73	640.55	31	498	20.93	93.49	10	218	4846.97	320.86	484.93	377.06	295	728.75	58.93	71.0	19.53	56.23	196.72	383.34	236	13.19	74.88	54	212	446
church	1	Retail	3	04/11/2025	Burnett Inc	center	BB5608	cup	2004879788890	left	happy	0.75	916.12	285.11	5	69	79.55	83.99	9	349	3795.79	117.89	310.72	276.67	38	900.65	21.67	44.33	42.91	22.85	426.77	364.5	380	2.6	47.96	58	315	74
return	3	Retail	11	04/09/2025	Steele Ltd	sea	BB5852	economic	8600304436196	top	study	0.28	409.57	281.6	4	316	17.26	25.29	23	33	2831.68	427.22	454.9	222.8	158	148.71	81.09	81.54	11.89	38.99	494.72	136.96	112	7.58	58.87	97	183	753
painting	4	Wholesale	11	04/09/2025	Rodriguez-Jones	thing	BB2391	agency	2929501437482	data	art	0.36	760.35	642.97	63	351	44.43	85.23	17	416	1370.73	307.85	22.9	464.37	496	794.88	81.62	33.01	97.31	74.55	341.18	72.91	370	97.9	83.34	35	400	296
population	3	Wholesale	7	04/10/2025	Buck PLC	just	BB7139	money	1912602213216	trial	right	0.14	538.11	540.58	74	1	30.77	75.75	15	34	2010.76	186.99	195.21	372.08	43	380.05	48.74	58.45	20.6	36.4	123.31	699.72	302	46.34	52.19	76	422	325
window	2	Retail	3	04/10/2025	Choi, Ortiz and Goodwin	chair	BB0191	business	1661220190729	several	gun	0.29	587.33	292.56	57	254	65.41	43.07	33	100	1207.07	268.88	193.25	35.28	52	725.86	54.06	96.54	9.49	21.41	93.46	101.18	34	25.77	43.88	69	212	175
recently	1	Retail	8	04/10/2025	Schaefer, Wolf and Randolph	decade	BB9304	owner	3665380274815	citizen	south	0.08	461.55	54.88	86	208	63.46	32.69	20	66	2322.67	232.53	35.91	324.73	334	839.47	15.14	43.35	58.24	20.59	925.25	724.27	191	94.26	18.74	96	101	13
still	4	Retail	1	04/08/2025	Thompson-Davis	agency	BB8682	win	5095229462093	daughter	school	0.2	193.17	507.18	43	332	69.45	34.18	45	10	3701.12	458.6	77.67	151.27	49	104.88	79.04	3.7	41.48	4.63	321.89	263.53	379	59.29	15.03	13	441	412
throw	4	Retail	4	04/10/2025	Vang-Bell	husband	BB1039	pick	5297013712432	language	worry	0.14	144.33	145.26	5	17	99.13	23.98	38	67	1736.76	96.29	192.49	78.52	15	104.65	66.66	61.78	5.59	8.48	760.58	263.47	158	21.7	58.01	25	117	658
her	2	Online	3	04/11/2025	Nguyen, Richardson and Parker	window	BB2304	year	1202706159276	during	onto	0.38	973.13	798.64	21	125	73.56	26.16	27	348	2133.23	71.86	159.1	255.29	153	774.79	30.5	44.83	79.51	18.15	587.81	435.75	99	27.49	74.8	94	415	598
miss	3	Retail	7	04/07/2025	Brown-George	ask	BB7166	training	9063224815547	treat	cold	0.64	478.82	905.86	32	142	66.53	55.46	41	185	1709.39	241.23	123.71	208.34	397	101.19	69.15	99.73	98.2	41.02	815.93	567.09	34	27.48	76.64	50	492	162
their	3	Retail	11	04/11/2025	Welch, Smith and Haynes	trial	BB4030	capital	956797564914	hospital	level	0.06	916.96	422.32	14	137	47.8	99.27	15	128	2617.28	294.99	191.73	151.39	227	779.68	94.95	92.46	39.99	72.25	670.25	344.68	288	58.48	69.25	53	66	781
performance	5	Wholesale	6	04/10/2025	Osborne, Bailey and Mitchell	threat	BB2347	thought	1247601080188	can	American	0.15	210.52	911.68	97	199	49.89	59.65	20	53	2355.02	50.08	324.07	433.07	358	934.67	95.14	74.75	55.16	23.24	278.74	940.78	147	41.67	33.52	96	220	253
despite	5	Retail	7	04/10/2025	Shaffer Ltd	structure	BB6831	listen	6417268080813	task	short	0.39	543.02	303.07	61	303	64.25	61.98	49	456	4035.67	395.79	47.81	57.13	441	232.36	94.69	9.25	39.97	78.38	659.22	697.69	46	3.89	3.29	27	243	134
religious	4	Retail	8	04/10/2025	West-Hernandez	allow	BB1507	become	3806713073518	anyone	tax	0.78	775.53	943.56	36	275	61.74	81.64	36	463	3846.31	282.41	78.57	368.64	294	215.93	14.05	13.13	29.26	78.59	596.23	304.87	396	44.76	19.21	83	143	859
truth	2	Wholesale	10	04/08/2025	Ward-Schmidt	fact	BB7436	continue	1300962588578	last	score	0.39	705.51	351.03	52	106	91.8	19.93	7	236	1554.78	466.07	431.68	298.43	461	307.57	22.31	82.25	26.96	84.8	89.12	671.09	93	64.56	70.55	50	368	300
laugh	5	Online	2	04/11/2025	King, Johnson and Martinez	accept	BB5339	interesting	2746662159189	effect	then	0.41	989.68	35.32	88	456	55.52	22.63	15	308	1443.75	61.39	200.92	93.21	403	775.62	3.73	40.73	72.12	57.2	279.39	589.25	390	75.68	20.27	30	140	996
certainly	3	Retail	8	04/10/2025	Nash, Smith and Brown	exactly	BB6661	foreign	5901107977149	always	again	0.83	660.22	213.07	88	141	53.81	10.94	3	423	3253.41	400.6	140.0	366.9	489	80.45	43.98	60.45	4.73	99.4	909.62	100.23	206	2.03	29.01	84	364	605
smile	1	Retail	1	04/11/2025	Baker, Young and Tate	old	BB1949	about	5315204998097	finish	radio	0.66	923.47	894.7	5	78	53.43	83.25	27	437	2667.98	68.34	458.83	499.63	383	965.17	87.74	60.62	25.4	15.29	955.23	772.01	133	50.69	74.53	43	155	567
then	3	Retail	1	04/09/2025	Underwood, Noble and Foster	police	BB8731	decide	7971669841668	bit	church	0.32	83.94	70.77	62	290	98.45	10.52	38	52	1821.64	276.34	38.79	168.72	247	107.89	70.49	9.55	50.06	21.12	143.88	708.37	299	68.5	92.7	3	70	311
direction	4	Wholesale	1	04/11/2025	Mitchell-Williams	media	BB9433	then	2562389949915	popular	like	0.97	525.55	804.97	12	149	10.11	14.12	35	236	4404.34	156.55	76.99	247.44	357	84.33	93.01	22.1	44.18	85.06	374.82	386.76	441	43.44	60.91	31	284	808
surface	1	Retail	11	04/07/2025	Jones LLC	company	BB6203	manage	878211602043	beyond	to	0.3	970.92	661.05	49	63	78.46	99.88	11	128	3565.66	68.3	149.14	33.46	364	245.09	92.09	22.56	6.09	60.08	439.01	665.27	199	7.58	55.24	45	173	172
word	3	Retail	11	04/07/2025	Acevedo, Lloyd and Young	return	BB9989	mother	9721170889486	allow	teacher	0.74	894.49	12.0	82	187	29.02	72.35	5	479	3830.35	296.04	302.63	310.66	267	530.45	91.07	43.17	60.85	51.16	982.16	601.91	30	4.03	11.49	81	359	749
tend	3	Online	8	04/07/2025	Waller Group	wall	BB4482	college	1758839785702	notice	consider	0.94	917.84	216.13	47	399	50.98	88.76	12	230	3552.61	52.35	86.47	208.06	390	656.88	41.1	3.56	38.9	1.79	32.33	52.41	151	86.04	65.74	36	57	859
assume	2	Retail	7	04/10/2025	Green Inc	kid	BB7571	them	2369149611286	vote	money	0.65	961.41	862.53	34	21	78.96	51.68	50	414	1410.43	12.52	484.52	490.43	211	415.09	60.35	67.56	98.84	80.62	109.29	144.22	73	1.76	41.36	25	257	738
represent	1	Retail	6	04/11/2025	Nelson, Martin and Santiago	opportunity	BB8276	particular	7040953141965	budget	hear	0.14	151.4	156.6	23	285	16.35	2.3	18	242	2306.97	86.22	104.38	499.96	303	599.54	4.16	28.02	4.86	75.38	275.3	609.29	60	23.59	89.1	14	361	119
late	2	Online	11	04/11/2025	Snyder PLC	quality	BB3274	represent	8835651796246	push	answer	0.83	946.24	321.27	41	496	78.2	44.86	10	85	4064.57	270.0	74.31	414.56	406	930.19	29.64	64.32	93.66	36.58	494.48	980.74	307	76.16	52.89	4	66	949
value	5	Retail	2	04/10/2025	Howe, Miles and Campbell	poor	BB6683	service	4960478421706	claim	option	0.89	111.3	294.82	92	483	33.61	30.83	40	171	4486.35	71.86	383.44	382.87	49	930.54	27.0	47.48	41.59	45.96	735.44	632.52	282	4.6	9.42	66	346	569
ground	5	Retail	1	04/08/2025	Cruz and Sons	worker	BB5936	face	8820893486888	drive	positive	0.22	350.91	981.53	72	329	71.33	3.47	15	238	3233.24	388.82	337.14	57.7	422	664.05	72.81	72.15	25.81	91.85	247.16	723.29	306	58.0	32.57	43	283	331
analysis	3	Online	6	04/09/2025	Taylor-Green	media	BB2879	parent	1609114131939	help	recently	0.57	700.89	30.65	98	143	19.47	89.58	1	428	2676.41	482.73	287.55	33.93	153	365.69	16.17	61.17	54.78	2.46	76.01	57.99	170	42.62	24.82	58	388	280
someone	3	Online	1	04/09/2025	Bowman, Martin and Hoover	democratic	BB6133	may	6052304588160	go	state	0.4	152.46	420.23	29	215	66.72	7.84	38	461	3207.35	78.61	117.78	20.04	144	202.51	72.57	61.98	16.91	61.67	403.79	276.66	236	77.61	50.39	24	166	822
themselves	1	Wholesale	5	04/10/2025	Johnson, Martin and Knox	family	BB4724	capital	9165034409661	through	at	0.24	149.43	258.03	28	155	51.72	76.91	18	41	2817.48	71.75	64.2	172.19	127	942.87	40.43	11.69	53.92	32.22	288.97	957.12	476	3.85	18.24	64	289	829
many	4	Retail	3	04/09/2025	Washington, Buck and Adkins	sport	BB8249	nothing	9808806782141	base	level	0.16	457.66	246.77	98	110	22.94	15.3	22	346	3399.14	185.83	466.15	425.68	165	643.64	92.24	14.79	39.3	5.56	30.05	829.86	310	44.07	19.2	89	317	615
experience	1	Online	3	04/08/2025	Black-Carney	store	BB3592	wide	6648698939697	often	less	0.49	951.77	604.24	17	14	30.9	41.32	35	475	4076.39	453.53	186.0	127.96	91	900.85	38.86	21.78	85.99	83.59	402.25	986.34	420	36.14	4.27	28	63	860
forget	2	Wholesale	3	04/08/2025	James, Edwards and Stafford	believe	BB5594	former	119292075365	visit	run	0.05	536.32	938.24	46	4	19.31	5.46	7	344	3340.15	62.06	127.29	129.32	192	622.81	49.45	49.23	60.77	1.2	649.67	191.97	298	65.16	43.6	49	75	189
another	3	Online	12	04/09/2025	Wilson-Wells	knowledge	BB0398	soldier	8636536218941	generation	hotel	0.7	73.35	742.56	46	497	60.37	1.24	29	297	4990.0	407.83	79.89	10.23	407	781.84	72.97	97.76	14.53	24.2	962.75	654.38	240	47.08	78.4	99	39	292
place	3	Online	5	04/09/2025	Gray Inc	appear	BB0994	surface	2489420466487	positive	learn	0.73	839.49	449.5	95	61	61.88	94.55	23	101	3710.72	352.66	61.16	49.34	232	974.29	43.36	42.65	43.37	6.78	185.03	476.22	459	76.21	7.62	4	402	590
lawyer	2	Wholesale	2	04/07/2025	Jenkins-Murphy	least	BB4204	forward	6577580974532	dark	station	0.48	64.39	665.56	93	320	6.93	14.07	5	346	1455.51	244.45	278.08	464.41	13	392.52	82.76	63.63	21.25	25.36	159.66	687.12	64	54.38	58.99	10	445	142
move	4	Wholesale	9	04/07/2025	Johnson, Anderson and Vincent	hope	BB4662	too	2654016599539	wish	argue	0.65	373.96	228.46	64	43	9.23	84.73	39	160	1770.26	29.62	470.09	129.97	426	343.29	90.92	57.41	54.25	90.88	157.02	250.86	358	8.24	15.18	56	177	614
act	5	Online	7	04/09/2025	Frederick, Coleman and Foley	by	BB2242	sound	7677462591600	body	bar	0.21	971.19	757.42	69	366	26.53	49.6	36	104	4205.79	253.5	177.82	45.07	175	896.56	92.02	14.81	10.33	78.12	670.63	40.03	199	80.58	17.2	55	202	300
cost	2	Online	8	04/09/2025	Fletcher-Garcia	hotel	BB8488	purpose	6008017986779	operation	care	0.87	375.11	807.43	63	94	99.35	32.28	23	113	4848.94	455.7	249.61	418.87	345	398.33	93.1	39.2	47.46	41.66	533.65	516.2	302	43.16	17.3	74	148	726
deal	3	Retail	1	04/09/2025	Thompson PLC	us	BB5704	like	2642612120387	enter	drop	0.41	146.71	15.76	53	297	13.83	57.18	21	197	3135.33	173.56	63.83	411.03	28	867.7	76.83	75.32	87.71	71.39	187.53	945.21	379	32.64	3.16	57	300	797
simply	2	Online	11	04/11/2025	Peterson-Jordan	same	BB9680	main	8525482421836	most	garden	0.87	82.22	579.77	39	224	87.0	66.02	1	96	1589.38	105.98	447.56	236.12	439	692.68	85.61	67.14	70.2	29.4	351.44	497.82	291	46.9	87.84	48	60	885
unit	5	Online	12	04/08/2025	Cox-Goodwin	executive	BB0064	focus	5475231123272	feeling	speech	0.46	211.58	653.23	68	69	10.27	45.83	44	431	4787.34	492.67	80.57	129.08	228	648.66	88.2	69.65	92.72	70.17	277.03	73.39	473	40.08	40.62	94	228	13
note	4	Retail	7	04/11/2025	Cannon, Simon and Henry	yard	BB9177	wear	6334272038862	reveal	condition	0.67	850.22	785.99	67	219	20.85	12.17	9	453	4175.1	84.26	412.64	422.1	457	889.23	67.91	29.93	91.89	13.52	818.94	775.5	446	54.77	21.25	97	109	434
ten	4	Wholesale	10	04/10/2025	Hurst LLC	send	BB0801	policy	6304530693584	most	themselves	0.02	792.08	174.72	89	277	60.92	50.38	48	327	1343.18	111.35	14.28	174.43	347	260.66	91.82	89.17	87.79	60.34	33.79	985.52	470	42.51	57.26	7	59	888
check	2	Retail	5	04/08/2025	Hanson-Perez	thus	BB3400	toward	1816778481656	consider	family	0.37	868.49	909.02	28	192	5.94	65.66	1	40	1433.12	172.58	201.84	242.84	403	900.63	71.82	89.56	64.59	54.55	58.3	952.14	376	51.45	64.25	94	377	37
environmental	3	Online	11	04/07/2025	Rangel-Moses	every	BB4608	develop	8517993781059	effect	quickly	0.06	70.82	249.57	45	208	39.11	51.39	5	352	1854.31	171.78	266.0	330.72	141	519.9	22.51	31.72	32.65	51.06	205.11	628.22	7	11.21	40.93	41	196	289
pick	4	Retail	8	04/10/2025	Thomas Group	morning	BB8486	summer	9996988290452	medical	particular	0.55	45.73	962.45	78	20	16.32	46.8	43	53	2619.19	307.09	350.02	326.46	105	488.9	11.18	10.25	37.22	92.86	430.05	800.84	217	12.17	57.31	61	424	852
scientist	4	Online	6	04/07/2025	Monroe Inc	eye	BB7246	early	198642423834	person	listen	0.74	526.1	667.36	21	212	7.5	87.11	47	165	4459.35	173.09	489.73	111.62	98	263.03	64.72	7.63	35.43	33.39	708.53	549.98	127	37.11	24.7	32	297	672
commercial	5	Wholesale	3	04/08/2025	Young, Bradley and Garcia	budget	BB8706	wife	2932880983228	campaign	another	0.16	406.18	150.61	60	464	77.9	48.72	36	23	1266.14	171.82	409.05	465.22	220	552.57	60.87	21.59	81.66	77.86	16.4	790.81	175	21.25	90.19	60	92	491
team	4	Online	10	04/08/2025	Smith and Sons	continue	BB0018	imagine	7661008987613	activity	officer	0.81	229.76	323.49	82	190	81.29	71.3	11	164	1503.13	263.75	472.26	218.97	496	246.17	80.58	47.24	19.85	91.61	539.82	568.66	242	13.38	72.48	2	328	468
because	2	Wholesale	12	04/10/2025	Lopez-Reyes	better	BB4038	figure	5319807468230	forward	for	0.95	795.42	474.45	96	487	75.81	12.97	49	257	2169.96	166.33	349.71	245.56	259	922.33	20.64	78.24	7.09	44.82	92.11	82.45	424	15.01	85.9	19	100	303
issue	3	Online	4	04/10/2025	Stewart, Rhodes and Davis	about	BB3076	whole	2054596715006	least	lead	0.35	662.06	850.28	89	340	45.26	47.5	49	317	4336.87	394.01	452.61	467.99	348	583.83	63.46	11.73	37.11	61.38	356.37	404.77	395	46.07	30.3	78	313	741
watch	4	Wholesale	4	04/08/2025	Price, Adams and Jones	west	BB6541	section	1340785169943	sport	present	0.29	273.35	27.29	92	188	16.08	93.68	19	484	1553.64	340.49	344.25	188.62	400	464.3	20.83	69.76	13.59	9.74	85.18	265.79	320	70.64	46.41	47	355	292
manager	4	Wholesale	4	04/09/2025	Mills Inc	hold	BB8366	official	3482689996268	policy	machine	0.05	122.88	497.91	82	301	12.31	90.88	22	20	3980.89	57.13	43.93	357.33	466	159.88	1.88	50.89	14.32	35.52	576.1	216.85	134	84.62	91.06	77	234	885
still	5	Retail	4	04/11/2025	Rice PLC	lead	BB8889	by	7879150596250	long	three	0.29	505.39	214.95	63	458	9.84	19.5	19	293	2611.68	289.37	410.92	198.36	497	897.28	51.03	41.9	63.72	85.45	681.99	247.66	80	3.27	21.56	64	355	143
bank	4	Online	6	04/11/2025	Gibson, Bennett and Steele	economic	BB2012	lawyer	5789826041804	sort	yet	0.78	150.57	398.92	43	136	85.97	59.63	11	369	2992.24	72.98	11.28	407.31	353	881.77	67.85	14.98	55.06	66.74	95.5	669.87	194	79.2	32.64	76	13	573
watch	3	Online	4	04/07/2025	Richardson, Taylor and Jones	main	BB5585	buy	7774127469219	big	number	0.5	123.4	954.81	26	374	6.64	64.85	47	102	4953.41	166.93	216.2	331.17	112	387.58	71.56	83.43	20.88	2.27	908.0	66.3	20	59.34	53.11	77	302	241
report	1	Wholesale	8	04/09/2025	Arnold, Ramirez and Franklin	person	BB6264	cost	2297589170455	exactly	whom	0.11	13.52	941.11	69	496	5.44	53.15	15	172	3796.08	146.55	174.2	441.58	308	758.44	62.87	6.01	74.22	5.89	269.89	228.42	228	42.3	9.76	99	214	404
cause	2	Wholesale	11	04/08/2025	Morrow LLC	responsibility	BB4570	from	6820922570900	writer	similar	0.51	812.67	148.93	18	346	63.88	52.47	23	437	4936.57	382.91	158.52	234.84	358	981.58	77.14	84.83	87.31	91.22	228.09	993.57	442	99.79	4.6	45	349	562
appear	2	Wholesale	12	04/08/2025	Chen and Sons	wish	BB5640	machine	2324728289546	accept	article	0.01	616.74	502.22	26	310	45.34	50.88	9	49	3230.8	493.84	376.03	78.57	217	610.34	47.96	41.41	86.49	65.12	759.89	112.81	416	49.1	48.41	13	261	508
behind	4	Online	3	04/08/2025	Meyer-Dougherty	technology	BB8224	series	7312616850713	artist	stop	0.54	958.61	415.08	31	222	54.93	90.7	43	184	1098.3	367.07	204.29	390.21	328	169.85	92.51	18.02	16.73	43.09	440.63	519.58	354	51.97	57.42	89	100	459
have	4	Retail	7	04/09/2025	May, Mullins and Brown	business	BB9509	could	7115261053702	tend	over	0.17	554.79	644.42	87	457	71.7	96.78	1	238	2165.74	296.03	406.13	287.14	55	144.22	34.8	48.19	47.02	43.95	974.79	837.59	195	30.34	55.36	25	468	571
century	3	Wholesale	9	04/10/2025	Williams Group	avoid	BB6950	above	7418948543290	nearly	management	0.32	925.03	919.27	38	64	77.55	11.83	50	199	2318.65	280.2	102.35	44.29	422	147.68	95.77	86.43	86.87	35.74	101.88	537.55	42	65.18	84.31	40	270	439
job	1	Retail	11	04/10/2025	Peters, Lewis and Mathews	guy	BB2944	marriage	1619827348135	week	spend	0.77	14.32	607.43	34	139	59.84	64.22	34	486	2788.82	419.28	250.72	323.33	26	630.19	64.61	77.62	59.38	2.78	110.66	878.42	175	63.73	7.32	65	201	856
share	1	Online	5	04/07/2025	Johnson LLC	answer	BB2589	interesting	3217435748354	try	why	0.57	969.35	407.49	83	308	35.12	99.55	11	117	4403.93	209.96	113.3	68.34	288	25.52	17.65	5.14	78.46	50.35	203.61	941.02	416	26.91	18.1	50	334	728
civil	4	Retail	5	04/08/2025	Moreno-Sullivan	explain	BB8606	line	3983448838428	friend	such	0.45	246.83	945.74	95	326	29.54	3.46	21	254	4536.52	348.29	405.31	383.69	157	397.12	66.67	60.16	90.23	68.15	909.23	263.16	369	38.66	90.42	27	186	662
drive	3	Online	6	04/10/2025	Morse-Salinas	professor	BB4628	anyone	5507740657952	he	base	0.25	727.31	287.88	84	220	89.74	97.54	43	422	2675.33	464.46	261.92	336.47	447	274.99	20.63	30.37	74.4	23.64	940.38	359.64	281	94.53	63.37	54	427	507
himself	2	Online	7	04/11/2025	Moore-Cunningham	shoulder	BB0908	write	5510740913119	black	maintain	0.52	247.93	39.01	85	416	46.61	37.13	31	3	4697.25	451.54	152.46	87.94	453	653.94	77.37	61.4	22.63	83.08	259.3	251.42	500	73.15	99.68	89	173	888
start	5	Retail	6	04/10/2025	Pugh, Davis and Andersen	after	BB2547	rest	6022069535419	rest	cost	0.76	792.54	325.94	8	185	99.46	4.16	12	273	2076.56	237.11	369.08	14.01	235	205.1	18.05	98.6	60.75	20.42	55.22	472.77	117	91.55	49.51	19	433	996
a	5	Online	5	04/07/2025	Estrada and Sons	left	BB5950	action	2601515325947	less	property	0.67	969.8	14.74	72	474	3.83	42.75	22	287	4971.23	63.87	28.84	75.0	357	639.67	30.69	35.01	66.14	95.98	103.27	217.62	117	88.59	14.79	60	306	272
voice	2	Retail	8	04/10/2025	Morgan, Kim and Williams	they	BB7173	three	2798059503105	act	increase	0.86	760.85	196.21	93	372	90.66	12.06	16	337	2410.37	24.3	496.94	91.77	184	192.8	46.61	27.16	55.58	84.21	386.5	191.35	342	35.05	69.5	68	187	508
field	2	Wholesale	4	04/11/2025	Howell, Booker and Mejia	actually	BB3910	fall	5203608941187	first	produce	0.71	356.6	299.63	11	133	63.56	43.71	3	409	3414.51	455.34	49.6	123.75	49	87.61	66.89	92.39	35.06	36.39	758.24	227.72	233	70.16	92.46	54	70	486
positive	2	Wholesale	2	04/11/2025	Moses Ltd	great	BB9928	her	5359520561009	involve	message	0.46	254.98	257.68	13	432	14.9	9.6	21	426	2902.51	482.03	362.38	383.62	383	175.12	43.11	88.41	18.21	43.01	518.56	530.46	262	97.59	65.85	51	82	15
over	5	Wholesale	1	04/07/2025	Smith, Smith and Duncan	yes	BB8018	impact	7740378423393	thus	fight	0.57	93.0	833.94	31	11	79.22	24.25	40	307	2344.11	46.14	374.92	471.1	160	342.23	71.52	72.39	82.33	54.45	918.51	133.79	347	70.69	42.46	30	347	824
food	1	Retail	4	04/07/2025	Hale, Downs and Atkins	against	BB0677	huge	2550325017361	form	especially	0.78	829.51	535.71	72	272	95.77	31.55	23	436	4743.04	332.21	328.6	38.02	190	611.73	24.99	30.48	5.57	68.27	557.45	787.58	122	11.6	26.28	61	186	786
case	3	Online	7	04/07/2025	White-Rodriguez	note	BB4290	product	2923345110099	among	question	0.18	613.54	119.1	43	150	59.46	75.1	41	133	1776.33	51.69	426.91	109.53	154	256.24	88.41	37.88	91.62	9.37	47.75	656.64	81	66.78	58.94	62	61	695
